1	0.829	7.5095	0.34402501677591846	0.14973499999999995	1897	1555
2	0.837	7.519500000000001	0.3441521969044008	0.15729749999999998	1876	1577
3	0.8295	7.5825	0.3409480902052837	0.14306749999999996	1862	1541
4	0.8295	7.516	0.3418731272482129	0.14922249999999992	1906	1578
5	0.83775	7.5287500000000005	0.34317078493519765	0.1630324999999999	1878	1562
1	0.8385	7.448	0.34641327874453776	0.17383249999999995	1909	1598
2	0.83775	7.500500000000001	0.3437359225680628	0.1685899999999999	1856	1550
3	0.82925	7.5385	0.3418783585074777	0.15280999999999997	1905	1588
4	0.833	7.57825	0.34065834139657414	0.15731499999999998	1875	1564
5	0.827	7.57075	0.3401405655595926	0.1487799999999999	1897	1570
6	0.82575	7.625249999999999	0.33960768513484874	0.14789249999999998	1865	1538
7	0.8274999999999999	7.59925	0.33909994286610984	0.15016749999999998	1871	1531
8	0.82375	7.649000000000001	0.3386081818628802	0.13946999999999998	1867	1521
9	0.81925	7.65325	0.3384411110976813	0.13603499999999996	1884	1529
10	0.82025	7.66875	0.33766533353312034	0.13619249999999994	1892	1540
11	0.82525	7.6434999999999995	0.3411889840803918	0.14630749999999992	1850	1516
12	0.8222499999999999	7.61825	0.3388397950326742	0.1415174999999999	1886	1540
13	0.81675	7.62725	0.3365176373950013	0.13354499999999994	1836	1501
14	0.81175	7.68825	0.33519961030276924	0.12058499999999991	1887	1505
15	0.81925	7.6685	0.33808226041157663	0.13366249999999996	1876	1544
1	0.83475	7.53675	0.34349601344726527	0.13941749999999992	1915	1630
2	0.8320000000000001	7.5017499999999995	0.3422952562462194	0.1360925	1903	1604
3	0.8260000000000001	7.486750000000001	0.3408049773374717	0.13191999999999998	1901	1575
4	0.82275	7.6427499999999995	0.33508410908037667	0.10861000000000001	1894	1589
5	0.823	7.63825	0.3357869685525962	0.11352999999999999	1902	1591
6	0.8165	7.720750000000001	0.33269972576090695	0.09432499999999995	1901	1581
7	0.8222499999999999	7.59375	0.33696811114516995	0.12328999999999994	1885	1582
8	0.8127500000000001	7.77075	0.329136342650939	0.09000249999999997	1924	1587
9	0.8180000000000001	7.67625	0.3344698586194278	0.1086	1935	1596
